VariableName,VarUnits,SampleMedium,DataType,ValueType,TimeSupport,TimeUnits,Speciation,SiteName,SiteCode,Latitude,Longitude,GeneralCategory,NoDataValue
Precipitation,millimeter,Precipitation,Incremental,Field Observation,1,day,Not Applicable,"IOWA CITY MUNI AP             ",GHCN:USW00014937,41.6328,-91.5431,Climate,-9999
UTCTimeStamp,LocalTimestamp,UTCOffset,Value,MethodDescription,QualityControlLevel,ValueAccuracy,CensorCode,OffsetValue,OffsetDescription,OffsetUnit,Qualifier,QualifierDescription,SourceDescription,SourceLink,Citation
2000-01-31 00:00:00,2000-01-31 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-01 00:00:00,2000-02-01 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-02 00:00:00,2000-02-02 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-03 00:00:00,2000-02-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-02-04 00:00:00,2000-02-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-02-05 00:00:00,2000-02-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-06 00:00:00,2000-02-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-07 00:00:00,2000-02-07 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-08 00:00:00,2000-02-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-09 00:00:00,2000-02-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-10 00:00:00,2000-02-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-11 00:00:00,2000-02-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-12 00:00:00,2000-02-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-13 00:00:00,2000-02-13 00:00:00,0,3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-14 00:00:00,2000-02-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-02-15 00:00:00,2000-02-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-16 00:00:00,2000-02-16 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-17 00:00:00,2000-02-17 00:00:00,0,1.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-18 00:00:00,2000-02-18 00:00:00,0,7.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-19 00:00:00,2000-02-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-20 00:00:00,2000-02-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-21 00:00:00,2000-02-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-22 00:00:00,2000-02-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-23 00:00:00,2000-02-23 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-24 00:00:00,2000-02-24 00:00:00,0,7.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-25 00:00:00,2000-02-25 00:00:00,0,2.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-26 00:00:00,2000-02-26 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-27 00:00:00,2000-02-27 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-28 00:00:00,2000-02-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-02-29 00:00:00,2000-02-29 00:00:00,0,6.1,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-01 00:00:00,2000-03-01 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-02 00:00:00,2000-03-02 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-03 00:00:00,2000-03-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-04 00:00:00,2000-03-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-05 00:00:00,2000-03-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-06 00:00:00,2000-03-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-07 00:00:00,2000-03-07 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-08 00:00:00,2000-03-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-03-09 00:00:00,2000-03-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-10 00:00:00,2000-03-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-11 00:00:00,2000-03-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-12 00:00:00,2000-03-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-03-13 00:00:00,2000-03-13 00:00:00,0,0.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-14 00:00:00,2000-03-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-15 00:00:00,2000-03-15 00:00:00,0,1.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-16 00:00:00,2000-03-16 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-17 00:00:00,2000-03-17 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-18 00:00:00,2000-03-18 00:00:00,0,3.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-19 00:00:00,2000-03-19 00:00:00,0,6.1,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-20 00:00:00,2000-03-20 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-21 00:00:00,2000-03-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-22 00:00:00,2000-03-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-03-23 00:00:00,2000-03-23 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-03-24 00:00:00,2000-03-24 00:00:00,0,2.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-25 00:00:00,2000-03-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-26 00:00:00,2000-03-26 00:00:00,0,2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-27 00:00:00,2000-03-27 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-03-28 00:00:00,2000-03-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-29 00:00:00,2000-03-29 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-30 00:00:00,2000-03-30 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-03-31 00:00:00,2000-03-31 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-01 00:00:00,2000-04-01 00:00:00,0,0.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-02 00:00:00,2000-04-02 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-03 00:00:00,2000-04-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-04-04 00:00:00,2000-04-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-05 00:00:00,2000-04-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-06 00:00:00,2000-04-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-07 00:00:00,2000-04-07 00:00:00,0,8.4,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-08 00:00:00,2000-04-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-09 00:00:00,2000-04-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-10 00:00:00,2000-04-10 00:00:00,0,8.9,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-11 00:00:00,2000-04-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-12 00:00:00,2000-04-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-13 00:00:00,2000-04-13 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-14 00:00:00,2000-04-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-15 00:00:00,2000-04-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-16 00:00:00,2000-04-16 00:00:00,0,11.4,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-17 00:00:00,2000-04-17 00:00:00,0,0.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-18 00:00:00,2000-04-18 00:00:00,0,1.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-19 00:00:00,2000-04-19 00:00:00,0,33,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-20 00:00:00,2000-04-20 00:00:00,0,7.4,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-21 00:00:00,2000-04-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-22 00:00:00,2000-04-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-04-23 00:00:00,2000-04-23 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-24 00:00:00,2000-04-24 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-25 00:00:00,2000-04-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-26 00:00:00,2000-04-26 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-27 00:00:00,2000-04-27 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-04-28 00:00:00,2000-04-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-29 00:00:00,2000-04-29 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-04-30 00:00:00,2000-04-30 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-01 00:00:00,2000-05-01 00:00:00,0,1.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-02 00:00:00,2000-05-02 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-03 00:00:00,2000-05-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-04 00:00:00,2000-05-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-05 00:00:00,2000-05-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-06 00:00:00,2000-05-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-07 00:00:00,2000-05-07 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-08 00:00:00,2000-05-08 00:00:00,0,3.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-09 00:00:00,2000-05-09 00:00:00,0,21.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-10 00:00:00,2000-05-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-05-11 00:00:00,2000-05-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-05-12 00:00:00,2000-05-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-05-13 00:00:00,2000-05-13 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-14 00:00:00,2000-05-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-15 00:00:00,2000-05-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-05-16 00:00:00,2000-05-16 00:00:00,0,1.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-17 00:00:00,2000-05-17 00:00:00,0,4.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-18 00:00:00,2000-05-18 00:00:00,0,9.4,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-19 00:00:00,2000-05-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-20 00:00:00,2000-05-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-21 00:00:00,2000-05-21 00:00:00,0,2.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-22 00:00:00,2000-05-22 00:00:00,0,2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-23 00:00:00,2000-05-23 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-24 00:00:00,2000-05-24 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-25 00:00:00,2000-05-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-05-26 00:00:00,2000-05-26 00:00:00,0,20.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-27 00:00:00,2000-05-27 00:00:00,0,1,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-28 00:00:00,2000-05-28 00:00:00,0,0.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-29 00:00:00,2000-05-29 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-05-30 00:00:00,2000-05-30 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-05-31 00:00:00,2000-05-31 00:00:00,0,8.4,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-01 00:00:00,2000-06-01 00:00:00,0,2.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-02 00:00:00,2000-06-02 00:00:00,0,1.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-03 00:00:00,2000-06-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-06-04 00:00:00,2000-06-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-05 00:00:00,2000-06-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-06 00:00:00,2000-06-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-07 00:00:00,2000-06-07 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-08 00:00:00,2000-06-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-09 00:00:00,2000-06-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-10 00:00:00,2000-06-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-11 00:00:00,2000-06-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-06-12 00:00:00,2000-06-12 00:00:00,0,0.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-13 00:00:00,2000-06-13 00:00:00,0,79.2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-14 00:00:00,2000-06-14 00:00:00,0,2.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-15 00:00:00,2000-06-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-16 00:00:00,2000-06-16 00:00:00,0,1.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-17 00:00:00,2000-06-17 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-06-18 00:00:00,2000-06-18 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-19 00:00:00,2000-06-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-06-20 00:00:00,2000-06-20 00:00:00,0,4.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-21 00:00:00,2000-06-21 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-06-22 00:00:00,2000-06-22 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-06-23 00:00:00,2000-06-23 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-06-24 00:00:00,2000-06-24 00:00:00,0,13.7,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-25 00:00:00,2000-06-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-06-26 00:00:00,2000-06-26 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-06-27 00:00:00,2000-06-27 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-28 00:00:00,2000-06-28 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-06-29 00:00:00,2000-06-29 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-06-30 00:00:00,2000-06-30 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-07-01 00:00:00,2000-07-01 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-07-02 00:00:00,2000-07-02 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2000-07-03 00:00:00,2000-07-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-04 00:00:00,2000-07-04 00:00:00,0,29.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-05 00:00:00,2000-07-05 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-06 00:00:00,2000-07-06 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-07 00:00:00,2000-07-07 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-08 00:00:00,2000-07-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-09 00:00:00,2000-07-09 00:00:00,0,1,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-10 00:00:00,2000-07-10 00:00:00,0,40.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-11 00:00:00,2000-07-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-12 00:00:00,2000-07-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-13 00:00:00,2000-07-13 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-14 00:00:00,2000-07-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-15 00:00:00,2000-07-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-16 00:00:00,2000-07-16 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-17 00:00:00,2000-07-17 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-18 00:00:00,2000-07-18 00:00:00,0,1.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-19 00:00:00,2000-07-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-07-20 00:00:00,2000-07-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-07-21 00:00:00,2000-07-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-22 00:00:00,2000-07-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-23 00:00:00,2000-07-23 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-24 00:00:00,2000-07-24 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-25 00:00:00,2000-07-25 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-26 00:00:00,2000-07-26 00:00:00,0,24.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-27 00:00:00,2000-07-27 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-28 00:00:00,2000-07-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-29 00:00:00,2000-07-29 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2000-07-30 00:00:00,2000-07-30 00:00:00,0,3.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-07-31 00:00:00,2000-07-31 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-08-01 00:00:00,2000-08-01 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-08-02 00:00:00,2000-08-02 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-08-03 00:00:00,2000-08-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-08-04 00:00:00,2000-08-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2000-08-05 00:00:00,2000-08-05 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
