VariableName,VarUnits,SampleMedium,DataType,ValueType,TimeSupport,TimeUnits,Speciation,SiteName,SiteCode,Latitude,Longitude,GeneralCategory,NoDataValue
Precipitation,millimeter,Precipitation,Incremental,Field Observation,1,day,Not Applicable,"IOWA CITY MUNI AP             ",GHCN:USW00014937,41.6328,-91.5431,Climate,-9999
UTCTimeStamp,LocalTimestamp,UTCOffset,Value,MethodDescription,QualityControlLevel,ValueAccuracy,CensorCode,OffsetValue,OffsetDescription,OffsetUnit,Qualifier,QualifierDescription,SourceDescription,SourceLink,Citation
2004-07-21 00:00:00,2004-07-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-07-22 00:00:00,2004-07-22 00:00:00,0,6.9,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-23 00:00:00,2004-07-23 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-24 00:00:00,2004-07-24 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-25 00:00:00,2004-07-25 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-26 00:00:00,2004-07-26 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-27 00:00:00,2004-07-27 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-28 00:00:00,2004-07-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-07-29 00:00:00,2004-07-29 00:00:00,0,10.2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-30 00:00:00,2004-07-30 00:00:00,0,4.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-07-31 00:00:00,2004-07-31 00:00:00,0,0.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-01 00:00:00,2004-08-01 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-08-02 00:00:00,2004-08-02 00:00:00,0,2.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-03 00:00:00,2004-08-03 00:00:00,0,21.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-04 00:00:00,2004-08-04 00:00:00,0,3.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-05 00:00:00,2004-08-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-06 00:00:00,2004-08-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-07 00:00:00,2004-08-07 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-08 00:00:00,2004-08-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-09 00:00:00,2004-08-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-10 00:00:00,2004-08-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-11 00:00:00,2004-08-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-12 00:00:00,2004-08-12 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-13 00:00:00,2004-08-13 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-14 00:00:00,2004-08-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-15 00:00:00,2004-08-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-16 00:00:00,2004-08-16 00:00:00,0,18,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-17 00:00:00,2004-08-17 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-08-18 00:00:00,2004-08-18 00:00:00,0,10.9,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-19 00:00:00,2004-08-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-20 00:00:00,2004-08-20 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-21 00:00:00,2004-08-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-22 00:00:00,2004-08-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-23 00:00:00,2004-08-23 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-24 00:00:00,2004-08-24 00:00:00,0,29,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-25 00:00:00,2004-08-25 00:00:00,0,16.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-26 00:00:00,2004-08-26 00:00:00,0,5.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-27 00:00:00,2004-08-27 00:00:00,0,17.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-28 00:00:00,2004-08-28 00:00:00,0,14.2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-29 00:00:00,2004-08-29 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-08-30 00:00:00,2004-08-30 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-08-31 00:00:00,2004-08-31 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-09-01 00:00:00,2004-09-01 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-02 00:00:00,2004-09-02 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-09-03 00:00:00,2004-09-03 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-04 00:00:00,2004-09-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-05 00:00:00,2004-09-05 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-06 00:00:00,2004-09-06 00:00:00,0,2.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-07 00:00:00,2004-09-07 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-08 00:00:00,2004-09-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-09 00:00:00,2004-09-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-09-10 00:00:00,2004-09-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-11 00:00:00,2004-09-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-12 00:00:00,2004-09-12 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-13 00:00:00,2004-09-13 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-14 00:00:00,2004-09-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-15 00:00:00,2004-09-15 00:00:00,0,28.2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-16 00:00:00,2004-09-16 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-17 00:00:00,2004-09-17 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-18 00:00:00,2004-09-18 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-19 00:00:00,2004-09-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-09-20 00:00:00,2004-09-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-21 00:00:00,2004-09-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-22 00:00:00,2004-09-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-23 00:00:00,2004-09-23 00:00:00,0,1.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-24 00:00:00,2004-09-24 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-25 00:00:00,2004-09-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-26 00:00:00,2004-09-26 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-27 00:00:00,2004-09-27 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-28 00:00:00,2004-09-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-29 00:00:00,2004-09-29 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-09-30 00:00:00,2004-09-30 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-01 00:00:00,2004-10-01 00:00:00,0,30,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-02 00:00:00,2004-10-02 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-03 00:00:00,2004-10-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-04 00:00:00,2004-10-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-05 00:00:00,2004-10-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-06 00:00:00,2004-10-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-07 00:00:00,2004-10-07 00:00:00,0,3.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-08 00:00:00,2004-10-08 00:00:00,0,5.1,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-09 00:00:00,2004-10-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-10 00:00:00,2004-10-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-11 00:00:00,2004-10-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-12 00:00:00,2004-10-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-10-13 00:00:00,2004-10-13 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-14 00:00:00,2004-10-14 00:00:00,0,3.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-15 00:00:00,2004-10-15 00:00:00,0,1.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-16 00:00:00,2004-10-16 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-10-17 00:00:00,2004-10-17 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-18 00:00:00,2004-10-18 00:00:00,0,4.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-19 00:00:00,2004-10-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-20 00:00:00,2004-10-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-21 00:00:00,2004-10-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-22 00:00:00,2004-10-22 00:00:00,0,10.4,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-23 00:00:00,2004-10-23 00:00:00,0,6.9,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-24 00:00:00,2004-10-24 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-25 00:00:00,2004-10-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-26 00:00:00,2004-10-26 00:00:00,0,30.2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-27 00:00:00,2004-10-27 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-28 00:00:00,2004-10-28 00:00:00,0,3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-29 00:00:00,2004-10-29 00:00:00,0,4.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-30 00:00:00,2004-10-30 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-10-31 00:00:00,2004-10-31 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-01 00:00:00,2004-11-01 00:00:00,0,15,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-02 00:00:00,2004-11-02 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-03 00:00:00,2004-11-03 00:00:00,0,4.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-04 00:00:00,2004-11-04 00:00:00,0,2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-05 00:00:00,2004-11-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-06 00:00:00,2004-11-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-07 00:00:00,2004-11-07 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-08 00:00:00,2004-11-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-09 00:00:00,2004-11-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-10 00:00:00,2004-11-10 00:00:00,0,4.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-11 00:00:00,2004-11-11 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-12 00:00:00,2004-11-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-13 00:00:00,2004-11-13 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-14 00:00:00,2004-11-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-15 00:00:00,2004-11-15 00:00:00,0,2.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-16 00:00:00,2004-11-16 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-17 00:00:00,2004-11-17 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-18 00:00:00,2004-11-18 00:00:00,0,21.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-19 00:00:00,2004-11-19 00:00:00,0,5.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-20 00:00:00,2004-11-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-21 00:00:00,2004-11-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-22 00:00:00,2004-11-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-23 00:00:00,2004-11-23 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-24 00:00:00,2004-11-24 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-25 00:00:00,2004-11-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-26 00:00:00,2004-11-26 00:00:00,0,1,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-27 00:00:00,2004-11-27 00:00:00,0,11.2,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-28 00:00:00,2004-11-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-11-29 00:00:00,2004-11-29 00:00:00,0,4.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-11-30 00:00:00,2004-11-30 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-01 00:00:00,2004-12-01 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-02 00:00:00,2004-12-02 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-03 00:00:00,2004-12-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-04 00:00:00,2004-12-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-05 00:00:00,2004-12-05 00:00:00,0,13.7,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-06 00:00:00,2004-12-06 00:00:00,0,0.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-07 00:00:00,2004-12-07 00:00:00,0,7.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-08 00:00:00,2004-12-08 00:00:00,0,0.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-09 00:00:00,2004-12-09 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-10 00:00:00,2004-12-10 00:00:00,0,1,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-11 00:00:00,2004-12-11 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-12 00:00:00,2004-12-12 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-13 00:00:00,2004-12-13 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-12-14 00:00:00,2004-12-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-15 00:00:00,2004-12-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-16 00:00:00,2004-12-16 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-17 00:00:00,2004-12-17 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-18 00:00:00,2004-12-18 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-19 00:00:00,2004-12-19 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-20 00:00:00,2004-12-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-12-21 00:00:00,2004-12-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-22 00:00:00,2004-12-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-23 00:00:00,2004-12-23 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-24 00:00:00,2004-12-24 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-25 00:00:00,2004-12-25 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2004-12-26 00:00:00,2004-12-26 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-27 00:00:00,2004-12-27 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-28 00:00:00,2004-12-28 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-29 00:00:00,2004-12-29 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-30 00:00:00,2004-12-30 00:00:00,0,0.8,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2004-12-31 00:00:00,2004-12-31 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-01 00:00:00,2005-01-01 00:00:00,0,10.9,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-02 00:00:00,2005-01-02 00:00:00,0,3.3,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-03 00:00:00,2005-01-03 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-04 00:00:00,2005-01-04 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-05 00:00:00,2005-01-05 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,TIW1,unknown,unknown,unknown,unknown
2005-01-06 00:00:00,2005-01-06 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-07 00:00:00,2005-01-07 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-08 00:00:00,2005-01-08 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-09 00:00:00,2005-01-09 00:00:00,0,4.6,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-10 00:00:00,2005-01-10 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-11 00:00:00,2005-01-11 00:00:00,0,-9999,No method specified,Quality controlled data,0,nc,0,,,____,unknown,unknown,unknown,unknown
2005-01-12 00:00:00,2005-01-12 00:00:00,0,31,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-13 00:00:00,2005-01-13 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-14 00:00:00,2005-01-14 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-15 00:00:00,2005-01-15 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-16 00:00:00,2005-01-16 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-17 00:00:00,2005-01-17 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-18 00:00:00,2005-01-18 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-19 00:00:00,2005-01-19 00:00:00,0,2.5,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-20 00:00:00,2005-01-20 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-21 00:00:00,2005-01-21 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-22 00:00:00,2005-01-22 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,T_W1,unknown,unknown,unknown,unknown
2005-01-23 00:00:00,2005-01-23 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
2005-01-24 00:00:00,2005-01-24 00:00:00,0,0,No method specified,Quality controlled data,0,nc,0,,,__W1,unknown,unknown,unknown,unknown
